id,หมวด,ประเภท,ประเภทย่อย,ชื่อสินค้า,จำนวนที่ต้องการใช้,หน่วยนับ,ราคาต่อหน่วย,คนที่ต้องการใช้(แผนก),จำนวนที่อนุมัติให้ใช้ได้ในปีงบนั้นๆ (โควต้า)
P230-000298,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สามทาง ชนิด PVC แบบลด ขนาด 2 นิ้ว,0,อัน,55,กลุ่มงานบริหารทั่วไป,0
P230-000299,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 2 นิ้ว,4,ท่อ,230,กลุ่มงานบริหารทั่วไป,4
P230-000300,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยูเนียน ชนิด PVC ขนาด 2 นิ้ว,2,อัน,165,กลุ่มงานบริหารทั่วไป,2
P230-000301,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตะแกรงน้ำมัน ขนาด 2 นิ้ว,0,อัน,12,กลุ่มงานบริหารทั่วไป,0
P230-000302,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ดอกสว่าน ขนาด 1/8,0,ดอก,28,กลุ่มงานบริหารทั่วไป,0
P230-000303,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ปูนขาว,0,ถุง,70,กลุ่มงานบริหารทั่วไป,0
P230-000304,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง แบบดัช ขนาด 1/2 นิ้ว,5,อัน,550,กลุ่มงานบริหารทั่วไป,5
P230-000305,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น้ำยา สำหรับกำจัดมด ปลวก,0,กระป๋อง,132,กลุ่มงานบริหารทั่วไป,0
P230-000306,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยกเลิก สายน้ำดี,0,เส้น,55,กลุ่มงานบริหารทั่วไป,0
P230-000307,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง แบบดัช ต่อล่าง ขนาด 1/2 นิ้ว,0,อัน,638,กลุ่มงานบริหารทั่วไป,0
P230-000308,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,นิปเปิ้ล ชนิดทองเหลือง ขนาด 1/2 นิ้ว,4,อัน,22,กลุ่มงานบริหารทั่วไป,4
P230-000309,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยกเลิก มินิวาล์ว ชนิดทองเหลือง แบบ 3 ทาง ขนาด 1/2 นิ้ว,0,อัน,154,กลุ่มงานบริหารทั่วไป,0
P230-000310,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิ๊บ ชนิดพลาสติก แบบก้ามปู ขนาด 1/2 นิ้ว,20,อัน,6,กลุ่มงานบริหารทั่วไป,20
P230-000311,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เกลียวใน ขนาด 1/2 นิ้ว,0,อัน,10,กลุ่มงานบริหารทั่วไป,0
P230-000312,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ข้องอ ชนิด PVC แบบ 45 องศา ขนาด 1/2 นิ้ว,2,อัน,10,กลุ่มงานบริหารทั่วไป,2
P230-000313,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อิฐแดง ขนาดเล็ก,0,ก้อน,1,กลุ่มงานบริหารทั่วไป,0
P230-000314,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยกเลิก ฝาบิด,0,อัน,150,กลุ่มงานบริหารทั่วไป,0
P230-000315,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 6 นิ้ว,0,ท่อ,"2,050.00",กลุ่มงานบริหารทั่วไป,0
P230-000316,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เกรียง สำหรับก่ออิฐ,0,ด้าม,72,กลุ่มงานบริหารทั่วไป,0
P230-000317,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยกเลิก สีน้ำ,0,แกลลอน,236,กลุ่มงานบริหารทั่วไป,0
P230-000318,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น้ำยาเคมีไข้ว,0,กระปุก,105,กลุ่มงานบริหารทั่วไป,0
P230-000319,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระดาษทราย ชนิดละเอียด เบอร์ xx,0,แผ่น,11,กลุ่มงานบริหารทั่วไป,0
P230-000320,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,มินิวาล์ว ชนิดทองเหลือง แบบ 3 ทาง ขนาด 1/2 นิ้ว,4,อัน,138,กลุ่มงานบริหารทั่วไป,4
P230-000321,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ซิลิโคน สีขาว,7,หลอด,132,กลุ่มงานบริหารทั่วไป,7
P230-000322,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กาว ชนิดร้อน,4,หลอด,28,กลุ่มงานบริหารทั่วไป,4
P230-000323,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สามทาง ชนิด PVC ขนาด 1/2 นิ้ว,0,อัน,8,กลุ่มงานบริหารทั่วไป,0
P230-000324,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กาว ชนิดประสาน สำหรับทาท่อ PVC ขนาด 50 กรัม,1,กระป๋อง,45,กลุ่มงานบริหารทั่วไป,1
P230-000325,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ใบเลื่อย,6,ใบ,45,กลุ่มงานบริหารทั่วไป,6
P230-000326,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 1/2 นิ้ว,20,ท่อ,55,กลุ่มงานบริหารทั่วไป,20
P230-000327,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อะคริลิค สำหรับกันซึม,10,อ้น,"2,848.00",กลุ่มงานบริหารทั่วไป,10
P230-000328,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตาข่าย ชนิดไฟเบอร์,0,อัน,460,กลุ่มงานบริหารทั่วไป,0
P230-000329,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยกเลิก ชุดน้ำทิ้ง,0,อัน,898,กลุ่มงานบริหารทั่วไป,0
P230-000330,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,แก๊ส ชนิดถัง สำหรับงานแพทย์แผนไทย ขนาด 15 กก.,1,ถัง,380,กลุ่มงานบริหารทั่วไป,1
P230-000331,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,แก๊ส ชนิดถัง สำหรับงานจ่ายกลาง ขนาด 48 กก.,0,ถัง,"1,500.00",กลุ่มงานบริหารทั่วไป,0
P230-000332,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,แก๊ส ชนิดถัง สำหรับงานโรงครัว ขนาด 48 กก.,0,ถัง,"1,500.00",กลุ่มงานบริหารทั่วไป,0
P230-000333,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเชื้อเพลิง ชนิดเบนซินแก๊สโซฮอลล์ 91,0,ลิตร,40,กลุ่มงานบริหารทั่วไป,0
P230-000334,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเชื้อเพลิง ชนิดเบนซินแก๊สโซฮอลล์ 95,"1,956.00",ลิตร,40,กลุ่มงานบริหารทั่วไป,"1,956.00"
P230-000335,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเครื่อง ชนิด 2T,2,กระป๋อง,150,กลุ่มงานบริหารทั่วไป,2
P230-000336,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเครื่อง ชนิด 4T,2,กระป๋อง,185,กลุ่มงานบริหารทั่วไป,2
P230-000337,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเครื่อง ชนิด 6T,2,กระป๋อง,960,กลุ่มงานบริหารทั่วไป,2
P230-000338,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเชื้อเพลิง ชนิดดีเซล,"13,894.00",ลิตร,40,กลุ่มงานบริหารทั่วไป,"13,894.00"
P230-000339,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเชื้อเพลิง ชนิดเบนซิน 95,0,ลิตร,40,กลุ่มงานบริหารทั่วไป,0
P230-000340,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,น้ำมันเบรค ขนาด 500 มล.,1,กระป๋อง,295,กลุ่มงานบริหารทั่วไป,1
P230-000341,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,น้ำดื่ม ชนิดบรรจุแกลลอน ขนาด 18 ลิตร,"12,000.00",ถัง,10,กลุ่มงานบริหารทั่วไป,"12,000.00"
P230-000342,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,น้ำดื่ม ชนิดบรรจุขวด ขนาด 600 ซีซี,470,โหล,39,กลุ่มงานบริหารทั่วไป,470
P230-000343,วัสดุใช้ไป,วัสดุบริโภค,วัสดุบริโภค,น้ำหวาน สำหรับผู้ป่วยเบาหวาน สีแดง,56,ขวด,65,กลุ่มงานบริหารทั่วไป,56
P230-000344,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ไฟฉาย แบบหลอด LED,15,กระบอก,160,กลุ่มงานบริหารทั่วไป,15
P230-000345,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิด Recharge ขนาด AA,0,ก้อน,600,กลุ่มงานบริหารทั่วไป,0
P230-000346,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิด Recharge ขนาด AAA,0,ก้อน,600,กลุ่มงานบริหารทั่วไป,0
P230-000347,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดอัลคาไลน์ ขนาด 9V,30,ก้อน,130,กลุ่มงานบริหารทั่วไป,30
P230-000348,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดธรรมดา ขนาด AA,128,ก้อน,10,กลุ่มงานบริหารทั่วไป,128
P230-000349,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดอัลคาไลน์ ขนาด AA,721,ก้อน,20,กลุ่มงานบริหารทั่วไป,721
P230-000350,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดธรรมดา ขนาด AAA,102,ก้อน,10,กลุ่มงานบริหารทั่วไป,102
P230-000351,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดอัลคาไลน์ ขนาด AAA,362,ก้อน,20,กลุ่มงานบริหารทั่วไป,362
P230-000352,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดอัลคาไลน์ ขนาดกลาง C,100,ก้อน,50,กลุ่มงานบริหารทั่วไป,100
P230-000353,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถ่าน ชนิดธรรมดา ขนาดใหญ่ D,54,ก้อน,16,กลุ่มงานบริหารทั่วไป,54
P230-000354,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แบตเตอรี่ แบบแห้ง สำหรับเครื่องสำรองไฟ,5,อัน,"1,200.00",กลุ่มงานบริหารทั่วไป,5
P230-000355,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟพ่วง แบบ 4 ช่อง 4 สวิตซ์ ยาว 3 เมตร,52,อัน,410,กลุ่มงานบริหารทั่วไป,52
P230-000356,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟพ่วง แบบ 5 ช่อง 5 สวิตซ์ ยาว 3 เมตร,20,อัน,410,กลุ่มงานบริหารทั่วไป,20
P230-000357,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED ขนาด 18 W,12,หลอด,100,กลุ่มงานบริหารทั่วไป,12
P230-000358,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED ขนาด 22 W,260,หลอด,155,กลุ่มงานบริหารทั่วไป,260
P230-000359,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED ขนาด 9 W,50,หลอด,110,กลุ่มงานบริหารทั่วไป,50
P230-000360,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,Adaptor ขนาด 12V.,0,ตัว,265,กลุ่มงานบริหารทั่วไป,0
P230-000361,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่องเบรคเกอร์,20,อัน,15,กลุ่มงานบริหารทั่วไป,20
P230-000362,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่องลอย ชนิดพลาสติก ขนาด 2*4 นิ้ว,0,อัน,15,กลุ่มงานบริหารทั่วไป,0
P230-000363,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่องลอย ชนิดพลาสติก ขนาด 4*4 นิ้ว,20,อัน,18,กลุ่มงานบริหารทั่วไป,20
P230-000364,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ก้ามปู สำหรับล๊อคท่อ ขนาด 1/2 นิ้ว สีเหลือง,120,อัน,5,กลุ่มงานบริหารทั่วไป,120
P230-000365,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กิ๊บ ชนิดพลาสติก สำหรับสายทีวี 3C,10,กล่อง,20,กลุ่มงานบริหารทั่วไป,10
P230-000366,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ข้อต่อ ชนิดพลาสติก แบบโค้ง ขนาด 1/2 นิ้ว สีเหลือง,0,อัน,8,กลุ่มงานบริหารทั่วไป,0
P230-000367,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ข้อต่อ ชนิดพลาสติก แบบโค้ง ขนาด 1/2 นิ้ว สีเหลือง,0,อัน,6,กลุ่มงานบริหารทั่วไป,0
P230-000368,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ขาหลอดนีออน แบบครึ่งท่อน,20,คู่,25,กลุ่มงานบริหารทั่วไป,20
P230-000369,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ขาหลอดนีออน แบบล๊อค,20,คู่,25,กลุ่มงานบริหารทั่วไป,20
P230-000370,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายเคเบิลไทร์ ชนิดพลาสติก ขนาด 10 นิ้ว,2,ถุง,110,กลุ่มงานบริหารทั่วไป,2
P230-000371,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายเคเบิลไทร์ ชนิดพลาสติก ขนาด 15 นิ้ว,2,ถุง,160,กลุ่มงานบริหารทั่วไป,2
P230-000372,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายเคเบิลไทร์ ชนิดพลาสติก ขนาด 6 นิ้ว,2,ถุง,50,กลุ่มงานบริหารทั่วไป,2
P230-000373,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายเคเบิลไทร์ ชนิดพลาสติก ขนาด 8 นิ้ว,2,ถุง,60,กลุ่มงานบริหารทั่วไป,2
P230-000374,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตะกั่วบัตกรี แบบปากกา ยาว 3 เมตร,2,อัน,50,กลุ่มงานบริหารทั่วไป,2
P230-000375,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตะปู สำหรับยิงฝ้า ขนาด 1*6 สีดำ,5,กล่อง,110,กลุ่มงานบริหารทั่วไป,5
P230-000376,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,HDMI splitter ขนาด 8 port,0,ตัว,"1,050.00",กลุ่มงานบริหารทั่วไป,0
P230-000377,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตู้พลาสติก แบบกันน้ำ,2,ตู้,125,กลุ่มงานบริหารทั่วไป,2
P230-000378,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ท่อสายไฟ ชนิด PVC แบบท่อตรง ขนาด 1/2 นิ้ว สีเหลือง,4,เส้น,55,กลุ่มงานบริหารทั่วไป,4
P230-000379,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เทป สำหรับฟันสายไฟ,20,ม้วน,35,กลุ่มงานบริหารทั่วไป,20
P230-000380,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แท่งกราวด์,10,อัน,95,กลุ่มงานบริหารทั่วไป,10
P230-000381,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,บัลลาส ชนิดหลอดฮาโลเจน ขนาด 12V 35 Watt,0,อัน,745,กลุ่มงานบริหารทั่วไป,0
P230-000382,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เบรคเกอร์ ขนาด 30A,5,อัน,145,กลุ่มงานบริหารทั่วไป,5
P230-000383,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แบตเตอรี่ แบบแห้ง ขนาด 12V 7.5A,5,ลูก,600,กลุ่มงานบริหารทั่วไป,5
P230-000384,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟ แบบกราวคู่,55,อัน,55,กลุ่มงานบริหารทั่วไป,55
P230-000385,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟ แบบตุ๊กตา,0,ตัว,85,กลุ่มงานบริหารทั่วไป,0
P230-000386,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แป้นพลาสติก ขนาด 4*6 นิ้ว,10,อัน,20,กลุ่มงานบริหารทั่วไป,10
P230-000387,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,พุก ชนิดพลาสติก เบอร์ 7,12,กล่อง,20,กลุ่มงานบริหารทั่วไป,12
P230-000388,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ไมล์สาย,0,ตัว,490,กลุ่มงานบริหารทั่วไป,0
P230-000389,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟพ่วง ยาว 5 เมตร,1,อัน,240,กลุ่มงานบริหารทั่วไป,1
P230-000390,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,รางสายไฟ แบบมินิเท้งกิ้ง,0,เส้น,75,กลุ่มงานบริหารทั่วไป,0
P230-000391,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,รางสายไฟ ยาว 2 เมตร,10,เส้น,90,กลุ่มงานบริหารทั่วไป,10
P230-000392,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูกเสียบ แบบตัวผู้,0,ตัว,15,กลุ่มงานบริหารทั่วไป,0
P230-000393,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูกเสียบ แบบตัวเมีย,0,อัน,14,กลุ่มงานบริหารทั่วไป,0
P230-000394,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ไฟสนาม แบบสปอตไลท์ ขนาด 50W,2,ชุด,460,กลุ่มงานบริหารทั่วไป,2
P230-000395,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สวิทช์ไฟ แบบแสงแดด,0,ตัว,180,กลุ่มงานบริหารทั่วไป,0
P230-000396,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สวิทช์ไฟ แบบฝัง,24,อัน,25,กลุ่มงานบริหารทั่วไป,24
P230-000397,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สาย HDMI ขนาด 3 เมตร,0,เส้น,95,กลุ่มงานบริหารทั่วไป,0
P230-000398,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สาย HDMI ขนาด 5 เมตร,0,เส้น,155,กลุ่มงานบริหารทั่วไป,0
P230-000399,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายดิน ขนาด 1*2.5 สีขาว,2,ม้วน,950,กลุ่มงานบริหารทั่วไป,2
P230-000400,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายดิน ขนาด 1*2.5 สีดำ,0,ม้วน,950,กลุ่มงานบริหารทั่วไป,0
P230-000401,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายดิน,0,ม้วน,950,กลุ่มงานบริหารทั่วไป,0
P230-000402,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หน้ากากปลั๊กไฟ แบบ 2 ช่อง,10,อัน,20,กลุ่มงานบริหารทั่วไป,10
P230-000403,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หน้ากากปลั๊กไฟ แบบ 3 ช่อง,20,อัน,15,กลุ่มงานบริหารทั่วไป,20
P230-000404,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หน้ากากปลั๊กไฟ แบบ 6 ช่อง,40,อัน,33,กลุ่มงานบริหารทั่วไป,40
P230-000405,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ยกเลิก หลอดไฟ ชนิด LED ขนาด 18 W,0,หลอด,72,กลุ่มงานบริหารทั่วไป,0
P230-000406,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ยกเลิก หลอดไฟ ชนิด LED ขนาด 22 W,0,หลอด,155,กลุ่มงานบริหารทั่วไป,0
P230-000407,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิดนีออน ขนาด 36 W,6,อัน,95,กลุ่มงานบริหารทั่วไป,6
P230-000408,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟ แบบฝัง,2,อัน,115,กลุ่มงานบริหารทั่วไป,2
P230-000409,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หน้ากากปลั๊กไฟ แบบ 1 ช่อง,8,อัน,15,กลุ่มงานบริหารทั่วไป,8
P230-000410,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ไฟฉาย แบบหลอดไส้,0,อัน,250,กลุ่มงานบริหารทั่วไป,0
P230-000411,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟ แบบตัวผู้,0,อัน,10,กลุ่มงานบริหารทั่วไป,0
P230-000412,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูกเซอร์กิต,0,อัน,95,กลุ่มงานบริหารทั่วไป,0
P230-000413,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายลำโพง แบบใส ขนาดใหญ่,0,เมตร,10,กลุ่มงานบริหารทั่วไป,0
P230-000414,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายไมค์ แบบพร้อมแจ๊ค,0,ชุด,155,กลุ่มงานบริหารทั่วไป,0
P230-000415,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กริ่ง แบบไร้สาย มีรีโมท,0,ชุด,260,กลุ่มงานบริหารทั่วไป,0
P230-000416,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เพรสเซอร์สวิทช์,0,ชุด,"1,050.00",กลุ่มงานบริหารทั่วไป,0
P230-000417,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แบตเตอรี่ สำหรับเครื่อง DRX,0,ก้อน,"39,100.00",กลุ่มงานบริหารทั่วไป,0
P230-000418,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายโทรศัพท์,0,ม้วน,620,กลุ่มงานบริหารทั่วไป,0
P230-000419,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ยกเลิก ปลั๊กไฟ แบบฝัง,0,อัน,25,กลุ่มงานบริหารทั่วไป,0
P230-000420,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สาย VCT,0,ม้วน,"1,590.00",กลุ่มงานบริหารทั่วไป,0
P230-000421,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กบเหลาดินสอ แบบหมุน,4,อัน,265,กลุ่มงานบริหารทั่วไป,4
P230-000422,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กรรไกร ขนาด 8 นิ้ว,79,อัน,85,กลุ่มงานบริหารทั่วไป,79
P230-000423,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีส้ม,2,ห่อ,110,กลุ่มงานบริหารทั่วไป,2
P230-000424,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีขาว,6,ห่อ,110,กลุ่มงานบริหารทั่วไป,6
P230-000425,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีเขียว,32,ห่อ,110,กลุ่มงานบริหารทั่วไป,32
P230-000426,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีชมพู,26,ห่อ,110,กลุ่มงานบริหารทั่วไป,26
P230-000427,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีฟ้า,25,ห่อ,110,กลุ่มงานบริหารทั่วไป,25
