id,stock_id,รับเข้า,วันที่รับเข้า/จ่ายออก,หมวด,ประเภท,ประเภทย่อย,รหัสสินค้า,ชื่อสินค้า,รูปสินค้า,หน่วย,lot สินค้า,ราคาสินค้า,รับเข้าจากบริษัท,เลขที่บิลรับเข้า,แผนกที่เบิกจ่าย,เลขที่ใบเบิก,จำนวนโควต้าเบิก,จำนวนยกมา,มูลค่ายกมา,ราคารับเข้า/จ่ายออก,จำนวนรับเข้า/จ่ายออก,มูลค่ารับเข้า/จ่ายออก,จำนวนคงเหลือ,มูลค่าคงเหลือ,สถานะคงคลัง
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000129,แป้งฝุ่น สำหรับเด็ก ขนาด 180 กรัม,,กระป๋อง,,35,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,23.00,805.00,0.00,0.00,0.00,23.00,805.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000130,แปรง ชนิดทองเหลือง สำหรับขัดพื้น,,อัน,,120,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,4.00,480.00,0.00,0.00,0.00,4.00,480.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000131,แปรง ชนิดพลาสติก สำหรับขัดพื้นแบบมีด้ามยาว,,อัน,,70,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,6.00,420.00,0.00,0.00,0.00,6.00,420.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000132,แปรง ชนิดพลาสติก สำหรับขัดห้องน้ำ,,อัน,,30,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,4.00,120.00,0.00,0.00,0.00,4.00,120.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000133,แปรง ชนิดขนอ่อน สำหรับซักผ้า,,อัน,,25,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,23.00,575.00,0.00,0.00,0.00,23.00,575.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000134,แปรง ชนิดพลาสติก สำหรับล้างขวด,,อัน,,25,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000135,ผงซักฟอก ขนาด 800 กรัม,,ถุง,,70,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,59.00,"4,130.00",0.00,0.00,0.00,59.00,"4,130.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000136,ผงซักฟอก สำหรับเครื่องซักผ้า ขนาด 25 กก.,,กก.,,"1,050.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000137,ผ้าม็อบ สำหรับดันฝุ่น ขนาด 24 นิ้ว,,ผืน,,200,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000138,ผ้าม็อบ สำหรับถูพื้น แบบเปียก ขนาด 12 นิ้ว,,ผืน,,80,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,5.00,400.00,0.00,0.00,0.00,5.00,400.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000139,ผ้าห่ม สำหรับถูพื้น,,ผืน,,160,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,22.00,"3,520.00",0.00,0.00,0.00,22.00,"3,520.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000140,แผ่นขัดพื้น ขนาด 18 นิ้ว,,อัน,,400,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000141,ฝอย ชนิดแสตนเลส ขนาด 14 กรัม,,อัน,,15,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,42.00,630.00,0.00,0.00,0.00,42.00,630.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000142,ไพล,,กิโลกรัม,,35,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000143,ฟองน้ำ แบบหุ้มตาข่าย,,อัน,,15,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000144,ฟอยล์ ขนาด 18 นิ้ว,,อัน,,85,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000145,ไฟแช็ค,,อัน,,10,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000146,มะกรูด,,กิโลกรัม,,40,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000147,มะนาว,,กิโลกรัม,,100,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000148,ไม้กวาด ชนิดดอกหญ้า,,อัน,,50,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,14.00,700.00,0.00,0.00,0.00,14.00,700.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000149,ไม้กวาด ชนิดทางมะพร้าว,,อัน,,60,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,9.00,540.00,0.00,0.00,0.00,9.00,540.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000150,ไม้กวาด ชนิดทางมะพร้าว สำหรับกวาดหยากไย่,,อัน,,45,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,3.00,135.00,0.00,0.00,0.00,3.00,135.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000151,ไม้กวาด ชนิดพลาสติก สำหรับกวาดหยากไย่ แบบปรับระดับได้,,อัน,,290,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,1.00,290.00,0.00,0.00,0.00,1.00,290.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000152,ไม้ดันฝุ่น แบบด้ามไม้ พร้อมผ้าดันฝุ่น ขนาดยาว 24 นิ้ว,,อัน,,450,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,4.00,"1,800.00",0.00,0.00,0.00,4.00,"1,800.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000153,ไม้ดันฝุ่น แบบด้ามอลูมิเนียม ขนาดยาว 24 นิ้ว,,อัน,,300,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,6.00,"1,800.00",0.00,0.00,0.00,6.00,"1,800.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000154,ไม้ถูพื้น ขนาด 10 นิ้ว,,อัน,,130,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,4.00,520.00,0.00,0.00,0.00,4.00,520.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000155,ไม้ปัดขนไก่ แบบด้ามพลาสติก,,อัน,,160,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,4.00,640.00,0.00,0.00,0.00,4.00,640.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000156,ไม้ยางรีดน้ำ ขนาด 18 นิ้ว,,อัน,,295,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,1.00,295.00,0.00,0.00,0.00,1.00,295.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000157,ยางวง แบบเส้นเล็ก ขนาด 500 กรัม,,ห่อ,,110,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,5.00,550.00,0.00,0.00,0.00,5.00,550.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000158,ยางวง แบบเส้นใหญ่ ขนาด 500 กรัม,,ห่อ,,110,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,1.00,110.00,0.00,0.00,0.00,1.00,110.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000159,รองเท้า แบบบู๊ท เบอร์ 10 สีดำ,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,1.00,145.00,0.00,0.00,0.00,1.00,145.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000160,รองเท้า แบบบู๊ท เบอร์ 10.5 สีดำ,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000161,รองเท้า แบบบู๊ท เบอร์ 11 สีดำ,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,2.00,290.00,0.00,0.00,0.00,2.00,290.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000162,รองเท้า แบบบู๊ท เบอร์ 11.5 สีดำ,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,15.00,"2,175.00",0.00,0.00,0.00,15.00,"2,175.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000163,รองเท้า แบบบู๊ท เบอร์ 12 สีดำ,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,3.00,435.00,0.00,0.00,0.00,3.00,435.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000164,รองเท้า ชนิดฟองน้ำ เบอร์ 10,,คู่,,45,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,11.00,495.00,0.00,0.00,0.00,11.00,495.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000165,รองเท้า ชนิดฟองน้ำ เบอร์ 11,,คู่,,45,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,6.00,270.00,0.00,0.00,0.00,6.00,270.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000166,รองเท้า ชนิดฟองน้ำ เบอร์ 11.5,,คู่,,45,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000167,รองเท้า ชนิดยางพารา เบอร์ L,,คู่,,95,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,8.00,760.00,0.00,0.00,0.00,8.00,760.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000168,รองเท้า ชนิดยางพารา เบอร์ LL,,คู่,,95,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,11.00,"1,045.00",0.00,0.00,0.00,11.00,"1,045.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000169,รองเท้า ชนิดยางพารา เบอร์ M,,คู่,,95,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,15.00,"1,425.00",0.00,0.00,0.00,15.00,"1,425.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000170,รองเท้า ชนิดยางพารา เบอร์ XL,,คู่,,95,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,1.00,95.00,0.00,0.00,0.00,1.00,95.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000171,ลังถึง เบอร์ 36,,ชุด,,800,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,40.00,"32,000.00",0.00,0.00,0.00,40.00,"32,000.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000172,สก็อตไบร์ท แบบแผ่นเล็ก ขนาด 4.5*6 นิ้ว,,แผ่น,,30,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,52.00,"1,560.00",0.00,0.00,0.00,52.00,"1,560.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000173,สก็อตไบร์ท แบบแผ่นใหญ่ ขนาด 6*9 นิ้ว,,แผ่น,,30,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000174,สบู่ แบบก้อนเล็ก ขนาด 10 กรัม,,ก้อน,,2,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,80.00,160.00,0.00,0.00,0.00,80.00,160.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000175,สบู่ แบบก้อนใหญ่,,ก้อน,,15,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,25.00,375.00,0.00,0.00,0.00,25.00,375.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000176,สเปรย์ ชนิดสูตรน้ำ สำหรับฉีดมด ยุง ขนาด 300 มล.,,กระป๋อง,,65,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000177,สเปรย์ ชนิดสูตรน้ำ สำหรับฉีดมด ยุง ขนาด 600 มล.,,กระป๋อง,,130,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,35.00,"4,550.00",0.00,0.00,0.00,35.00,"4,550.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000178,สเปรย์ สำหรับปรับอากาศ ขนาด 300 มล.,,กระป๋อง,,58,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,34.00,"1,972.00",0.00,0.00,0.00,34.00,"1,972.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000179,หม้อทะนน,,ใบ,,15,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000180,หม้อหุงข้าว แบบใช้ไฟฟ้า ขนาด 3.8 ลิตร,,ใบ,,"2,100.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000181,หม้อหุงข้าว แบบใช้ไฟฟ้า ขนาด 5 ลิตร,,ใบ,,"2,500.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000182,หอมแดง,,กิโลกรัม,,80,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000183,"เหยือกน้ำ ชนิดพลาสติก ขนาด 1,000 ซีซี",,ใบ,,100,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,2.00,200.00,0.00,0.00,0.00,2.00,200.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000184,เอี๊ยม ชนิดพลาสติก แบบใช้แล้วทิ้ง ขนาดบรรจุ 100 ชิ้น/ถุง,,ถุง,,350,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,22.00,"7,700.00",0.00,0.00,0.00,22.00,"7,700.00",
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000185,กระจกเงา สำหรับแต่งตัว,,บาน,,"1,990.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000186,เครื่องพ่นยา แบบใช้แบตเตอรี่ ขนาด 18 ลิตร,,อัน,,990,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000187,ผ้าปูที่นอน (ยกเลิก),,ชุด,,400,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000188,เต๊นท์ผ้าใบ แบบโค้งพร้อมโครงเหล็ก ขนาด 4*8 เมตร,,หลัง,,"24,500.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000189,ถังขยะ ชนิดพลาสติก สำหรับขยะติดเชื้อ แบบฝาเรียบ ขนาด 240 ลิตร สีแดง,,ใบ,,"2,390.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000190,ถังขยะ ชนิดพลาสติก สำหรับขยะติดเชื้อ แบบช่องทิ้ง ขนาด 240 ลิตร สีแดง,,ใบ,,"2,190.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000191,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 10 ลิตร,,ใบ,,295,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000192,ถังน้ำ ชนิดพลาสติก แบบมีฝา สีดำ,,ใบ,,395,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000193,ถุงหิ้ว ชนิดพลาสติก ขนาด 6*14 นิ้ว สีขาว,,แพค,,39,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000194,ที่นอน ชนิดฟองน้ำ,,หลัง,,"1,400.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000195,แทงค์น้ำ ขนาด 1000 ลิตร,,ชุด,,"4,690.00",คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000196,ผ้าปูที่นอน,,ชุด,,299,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000197,ผ้าห่ม ขนาด 150 x 200 ซม.,,ผืน,,178,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000198,รองเท้า แบบบู๊ท เบอร์ 10,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000199,รองเท้า แบบบู๊ท เบอร์ 10.5,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000200,รองเท้า แบบบู๊ท เบอร์ 11,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000201,รองเท้า แบบบู๊ท เบอร์ 11.5,,คู่,,145,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000202,ราวตากผ้า ชนิดอลูมีเนียม,,อัน,,950,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000203,หมอน ขนาด 19 x 29 นิ้ว,,ใบ,,190,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000204,ถุง ชนิดพลาสติก ขนาด 24*42 นิ้ว สีใส,,แพค,,240,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,INP230671006001,รับเข้า,1/10/2567,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,P230-000205,พรมเช็ดเท้า ขนาด 40*60 ซม.,,ผืน,,370,คลัง วัสดุใช้ไป ยกยอดมา,P230-2567,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
