id,หน่วยงาน,เลขที่บันทึกข้อความ,วันที่ขออนุมัติ,ชื่อสินค้า,รหัส/ลำดับสินค้า,หมวด,ประเภท,ประเภทย่อย,จำนวนที่ขออนุมัติ,หน่วยนับ,ราคาต่อหน่วย,มูลค่าที่ขออนุมัติ,กรณีเกิน/นอกแผน (over supply),ผู้ขอความเห็นชอบ,ผู้เห็นชอบ
A230671203003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,สวิทช์ไฟ แบบฝัง,P230-000396,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,25,25,,,
A230671203003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กล่องลอย ชนิดพลาสติก ขนาด 2*4 นิ้ว,P230-000209,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ปลั๊กไฟ แบบกราวคู่,P230-000384,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,55,55,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,หน้ากากปลั๊กไฟ แบบ 3 ช่อง,P230-000403,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กล่องลอย ชนิดพลาสติก ขนาด 2*4 นิ้ว,P230-000209,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,สายไฟ แบบแข็ง ขนาด 2*1.5 ยาว 20 เมตร,P230-000754,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ม้วน,620,620,ราคา,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กล่องพักสาย ชนิดพลาสติก แบบเหลี่ยม ขนาด 2/4 นิ้ว สีขาว,P230-000808,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,30,30,จำนวน วงเงิน ราคา,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,เทป สำหรับพันเกลียว,P230-000245,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,2,ม้วน,30,60,ราคา,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 1/2 นิ้ว,P230-000326,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,3,ท่อ,60,180,ราคา,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ก้ามปู สำหรับล๊อคท่อ ขนาด 1/2 นิ้ว สีเหลือง,P230-000364,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,20,อัน,5,100,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1/2 นิ้ว,P230-000799,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,8,อัน,5,40,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ข้อต่อ ชนิดพลาสติก สำหรับเข้ากล่อง ขนาด 1/2 นิ้ว,P230-000789,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,4,ตัว,6,24,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ท่อสายไฟ ชนิด PVC แบบท่ออ่อน ขนาด 1/2 นิ้ว สีขาว,P230-000807,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,3,เมตร,17,51,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ตู้พลาสติก แบบกันน้ำ,P230-000377,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ตู้,55,55,,,
A230671203004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,พุก ชนิดพลาสติก เบอร์ 7,P230-000387,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,2,กล่อง,20,40,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,เหล็ก แบบเพลท ขนาด 4*4 นิ้ว,P230-000281,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,6,แผ่น,18,108,จำนวน วงเงิน,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ปลั๊กไฟ แบบกราวคู่,P230-000384,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,10,อัน,55,550,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,หน้ากากปลั๊กไฟ แบบ 6 ช่อง,P230-000404,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,5,อัน,38,190,ราคา,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 1/2 นิ้ว,P230-000326,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,6,ท่อ,60,360,ราคา,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1/2 นิ้ว,P230-000799,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,16,อัน,5,80,จำนวน วงเงิน,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ข้อต่อ ชนิดพลาสติก สำหรับเข้ากล่อง ขนาด 1/2 นิ้ว,P230-000789,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,10,ตัว,6,60,จำนวน,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ก้ามปู สำหรับล๊อคท่อ ขนาด 1/2 นิ้ว สีเหลือง,P230-000364,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,25,อัน,5,125,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ท่อสายไฟ ชนิด PVC แบบท่ออ่อน ขนาด 1/2 นิ้ว สีขาว,P230-000807,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,4,เมตร,17,68,จำนวน วงเงิน,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,เทป สำหรับพันเกลียว,P230-000245,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,4,ม้วน,30,120,ราคา,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,สวิทช์ไฟ แบบฝัง,P230-000396,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,4,อัน,25,100,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,หน้ากากปลั๊กไฟ แบบ 1 ช่อง,P230-000409,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กล่องลอย ชนิดพลาสติก ขนาด 2*4 นิ้ว,P230-000209,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,หลอดไฟ ชนิด LED ขนาด 9 W,P230-000359,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,หลอด,115,115,ราคา,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ฝาอุดปลั๊กไฟ ชนิดพลาสติก,P230-001135,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,10,10,,,
A230671203005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,หน้ากากปลั๊กไฟ แบบ 4 ช่อง,P230-001137,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,30,30,,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ตัวล๊อคบานเลื่อนกระจก,P230-001249,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,2,ชุด,160,320,นอกแผน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กระจกบานเกล็ด ขนาด 4*36 นิ้ว,P230-001250,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,15,แผ่น,65,975,นอกแผน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กุญแจ ชนิดทองเหลือง แบบคล้อง ขนาด 38 มม.,P230-000223,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,5,ชุด,110,550,จำนวน วงเงิน ราคา,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,สายยู ชนิดสแตนเลส,P230-000274,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,5,ชุด,25,125,จำนวน วงเงิน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,รีเวท ขนาด 1/8*5/16,P230-001251,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,pack,25,25,นอกแผน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,รีเวท ขนาด 1/8*3/8,P230-001252,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,pack,25,25,นอกแผน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,กุญแจประตูบานเลื่อนสวิง,P230-001253,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,ชุด,650,650,นอกแผน,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,เทป สำหรับพันเกลียว,P230-000245,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,2,ม้วน,25,50,ราคา,,
A230671203006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,3/12/2567,ลูกลอย ชนิดงอ สำหรับแท๊งค์น้ำ,P230-000262,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,ชุด,550,550,ราคา,,
A230671209001,กลุ่มงานสุขภาพจิต,พล 0733.301/ พิเศษ,9/12/2567,ชุดฝักบัว แบบ Rain shower,P230-001254,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,2,ชุด,"3,590.00","7,180.00",นอกแผน,,
A230671209001,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,9/12/2567,ฝาครอบ ชนิด PVC ขนาด 1/2 นิ้ว,P230-000255,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,2,อัน,5,10,,,
A230671209002,กลุ่มงานสุขภาพจิต,พล 0733.301/ พิเศษ,9/12/2567,กะละมังซักผ้า ชนัดพลาสติก ขนาด 40 ซม.,P230-001255,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,10,ใบ,80,800,นอกแผน,,
A230671209002,กลุ่มงานสุขภาพจิต,พล 0733.301/ พิเศษ,9/12/2567,ถังน้ำ ชนิดพลาสติก แบบมีฝา สีดำ,P230-000192,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,3,ใบ,300,900,,,
A230671209002,กลุ่มงานสุขภาพจิต,พล 0733.301/ พิเศษ,9/12/2567,ตะกร้า,P230-001233,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,10,อัน,50,500,ราคา,,
A230671209002,กลุ่มงานสุขภาพจิต,พล 0733.301/ พิเศษ,9/12/2567,ราวตากผ้า ชนิดอลูมีเนียม,P230-000202,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,1,อัน,850,850,จำนวน วงเงิน,,
A230671209003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,9/12/2567,น้ำมันเชื้อเพลิง ชนิดดีเซล,P230-000338,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,956,ลิตร,33.37,"31,901.70",,,
A230671209003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,9/12/2567,น้ำมันเชื้อเพลิง ชนิดเบนซินแก๊สโซฮอลล์ 95,P230-000334,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,114,ลิตร,36.41,"4,150.90",,,
A230671211001,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,11/12/2567,น้ำดื่ม ชนิดบรรจุขวด ขนาด 600 ซีซี,P230-000342,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,70,โหล,28,"1,960.00",,,
A230671211002,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,11/12/2567,น้ำดื่ม ชนิดบรรจุแกลลอน ขนาด 18 ลิตร,P230-000341,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,463,ถัง,9,"4,167.00",,,
A230671212001,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,12/12/2567,Memory card ชนิด Micro SD ขนาด 32 Gb,P230-001130,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,4,อัน,199,796,จำนวน วงเงิน,,
A230671219001,งานผู้ป่วยในหญิงและเด็ก,พล 0733.301/ พิเศษ,19/12/2567,ฟิล์มสูญกาศพิมพ์ลาย,P230-001241,วัสดุใช้ไป,วัสดุอื่นๆ,วัสดุอื่นๆ,6,ชุด,399,"2,394.00",,,
A230671219002,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,น้ำมันเชื้อเพลิง ชนิดดีเซล,P230-000338,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,"1,151.00",ลิตร,33.37,"38,408.90",,,
A230671219002,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,น้ำมันเชื้อเพลิง ชนิดเบนซินแก๊สโซฮอลล์ 95,P230-000334,วัสดุใช้ไป,วัสดุเชื้อเพลิง,วัสดุเชื้อเพลิง,112,ลิตร,36.51,"4,088.80",,,
A230671219003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ถาดเสริฟเหลี่ยม 10 นิ้ว,P230-001213,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,20,ใบ,195,"3,900.00",,,
A230671219003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ถ้วยสแตนเลสพร้อมฝาปิด ขนาด 16 ซม.,P230-001214,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,20,ถ้วย,295,"5,900.00",,,
A230671219003,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,กล่องพลาสติกฝาล็อค 60 ลิตร,P230-001215,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,2,ใบ,465,930,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ไฟสนาม แบบสปอตไลท์ ขนาด 50W,P230-000394,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ชุด,640,640,ราคา,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ไฟสนาม แบบสปอตไลท์ ขนาด 70W,P230-001256,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ชุด,"1,290.00","1,290.00",นอกแผน,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ทรอนิค,P230-000290,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,270,270,ราคา,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หลอดไฟ ชนิดนีออน ขนาด 36 W,P230-000407,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,3,อัน,190,570,จำนวน วงเงิน ราคา,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,กล่องลอย ชนิดพลาสติก ขนาด 2*4 นิ้ว,P230-000209,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,2,อัน,15,30,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หน้ากากปลั๊กไฟ แบบ 2 ช่อง,P230-000402,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,20,20,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สวิทช์ไฟ แบบฝัง,P230-000396,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,3,อัน,25,75,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ตู้พลาสติก แบบกันน้ำ,P230-000377,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ตู้,335,335,จำนวน วงเงิน ราคา,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,พุก ชนิดพลาสติก เบอร์ 7,P230-000387,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,กล่อง,20,20,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หน้ากากปลั๊กไฟ แบบ 1 ช่อง,P230-000409,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,15,15,,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายไฟ แบบแข็ง ขนาด 2*1.5 ยาว 20 เมตร,P230-000754,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,ม้วน,810,810,วงเงิน ราคา,,
A230671219004,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,เบรคเกอร์ ขนาด 20A,P230-000788,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,1,อัน,145,145,วงเงิน ราคา,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ซิลิโคน สีขาว,P230-000321,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,3,หลอด,175,525,ราคา,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,วาล์ว สำหรับฝักบัว,P230-000265,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,3,ชุด,370,"1,110.00",,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,วาล์ว แบบครบชุด,P230-000264,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,3,ชุด,319,957,,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ฝานั่งรองชักโครก ชนิดพลาสติก,P230-000897,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,399,399,,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,โคมไฟโรงงาน ขนาด 18 W,P230-001257,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,4,ชุด,478,"1,912.00",นอกแผน,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,มือจับ แบบก้านโยก,P230-000850,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,3,ชุด,119,357,จำนวน วงเงิน,,
A230671219005,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หลอดไฟ ชนิด LED ขนาด 22 W,P230-000358,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,8,หลอด,179,"1,432.00",ราคา,,
A230671219006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,น้ำยา สำหรับทำความสะอาดพื้น,P230-000123,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,40,แกลลอน,176,"7,040.00",,,
A230671219006,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,น้ำยา ชนิดสูตรน้ำมันใส สำหรับดันฝุ่น,P230-000122,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,8,แกลลอน,402,"3,216.00",,,
A230671219007,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ถุงขยะ ชนิดพลาสติก ขนาด 36*45 นิ้ว สีเขียว,P230-000088,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,200,กิโลกรัม,53,"10,600.00",,,
A230671219008,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หมึก Printer Laser 79A,P230-000046,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,3,กล่อง,650,"1,950.00",จำนวน วงเงิน,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ ขนาด 1/2 นิ้ว,P230-000211,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,550,550,,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายฉีดชำระ แบบชุดเล็ก,P230-000267,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,195,195,ราคา,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายน้ำดี ขนาด 20 นิ้ว,P230-000269,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,เส้น,80,80,ราคา,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่างล้างหน้า ขนาด 1/2 นิ้ว,P230-000220,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,5,อัน,590,"2,950.00",ราคา,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายน้ำดี ขนาด 24 นิ้ว,P230-000270,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,5,เส้น,85,425,ราคา,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ชุดสายชำระ แบบรวมหัวฉีดและสายชำระ,P230-000816,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,ชุด,85,85,,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายฝักบัว,P230-000272,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,95,95,,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ข้องอ ชนิด PVC แบบ 90 องศา เกลียวใน ขนาด 1/2 นิ้ว,P230-000228,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,45,45,ราคา,,
A230671219009,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,กระจกใส หนา 3 มม.,P230-001205,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,แผ่น,460,460,,,
A230671219010,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,กระดาษเทอร์มอล ขนาด 80*80 มม.,P230-000440,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,100,ม้วน,60,"6,000.00",,,
A230671219010,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,กระดาษเทอร์มอล สำหรับเครื่อง EDC ขนาด 57*40 มม.,P230-000438,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,100,ม้วน,35,"3,500.00",,,
A230671219011,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,หมึกพิมพ์ สำหรับเครื่องโรเนียว สีดำ,P230-000576,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,10,กล่อง,550,"5,500.00",ราคา,,
A230671219012,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ท่อย่น ชนิดพลาสติก แบบ 2 in 1,P230-000243,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,145,145,จำนวน วงเงิน ราคา,,
A230671219012,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,สายน้ำดี ขนาด 20 นิ้ว,P230-000269,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,เส้น,80,80,ราคา,,
A230671219012,กลุ่มงานบริหารทั่วไป,พล 0733.301/ พิเศษ,19/12/2567,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่างล้างหน้า ขนาด 1/2 นิ้ว,P230-000220,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,1,อัน,590,590,ราคา,,
